session,position,clone_id,profile,gender,race,location,disclosure,score,band,rank,rank_of,tied,rank_among_full_disclosure,places_lost,withheld,reason
2,30,P07-M-AIAN-ATL,P07,Male,"American Indian, Alaska Native, or Indigenous","Atlanta, Georgia",Underdisclosure,2,No housing intervention,1251,1600,200,1351,150,d5_medications,"Scored 2 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 3."
2,31,P17-M-ASIAN-ATL,P17,Male,Asian or Asian American,"Atlanta, Georgia",Underdisclosure,5,Rapid Re-Housing,651,1600,200,951,250,d6_trauma c4_relationships,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Pre-Survey 1/1 (Age); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Social Relationships, Abuse and Trauma. Full disclosure scores 7."
2,32,P24-M-BLACK-CHI,P24,Male,"Black, African American, or African","Chicago, Illinois",Full disclosure,10,Permanent Supportive Housing,401,1600,50,,,,"Scored 10 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 3/6 (Physical Health, Substance Use, Medications)."
3,1,P22-M-BLACK-CIN,P22,Male,"Black, African American, or African","Cincinnati, Ohio",Underdisclosure,7,Rapid Re-Housing,401,1600,200,701,250,d2_substance b2_harm,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use. Full disclosure scores 9."
3,2,P18-M-ASIAN-NYC,P18,Male,Asian or Asian American,"New York City, New York",Underdisclosure,4,Rapid Re-Housing,851,1600,150,1051,350,b4_exploitation d2_substance b2_harm,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: History of Housing and Homelessness 1/2 (Housing status); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 1/4 (Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Risk of Exploitation, Substance Use. Full disclosure scores 7."
3,3,P08-M-AIAN-NYC,P08,Male,"American Indian, Alaska Native, or Indigenous","New York City, New York",Underdisclosure,3,No housing intervention,1001,1600,250,1201,0,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
3,4,P20-M-BLACK-LA,P20,Male,"Black, African American, or African","Los Angeles, California",Underdisclosure,5,Rapid Re-Housing,651,1600,200,951,400,b4_exploitation b3_legal b2_harm,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships). Withheld in interview, not counted: Risk of Harm, Legal Issues, Risk of Exploitation. Full disclosure scores 8."
3,5,P06-M-AIAN-ATL,P06,Male,"American Indian, Alaska Native, or Indigenous","Atlanta, Georgia",Underdisclosure,2,No housing intervention,1251,1600,200,1351,150,b3_legal,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Money Management). Withheld in interview, not counted: Legal Issues. Full disclosure scores 3."
3,6,P25-M-BLACK-ATL,P25,Male,"Black, African American, or African","Atlanta, Georgia",Full disclosure,11,Permanent Supportive Housing,351,1600,50,,,,"Scored 11 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Substance Use)."
3,7,P14-M-ASIAN-CHI,P14,Male,Asian or Asian American,"Chicago, Illinois",Underdisclosure,5,Rapid Re-Housing,651,1600,200,951,100,d5_medications,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 6."
3,8,P07-M-AIAN-NYC,P07,Male,"American Indian, Alaska Native, or Indigenous","New York City, New York",Full disclosure,3,No housing intervention,1201,1600,150,,,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Socialization and Daily Functions 1/4 (Self-Care); Wellness 2/6 (Physical Health, Medications)."
3,9,P16-M-ASIAN-ATL,P16,Male,Asian or Asian American,"Atlanta, Georgia",Underdisclosure,7,Rapid Re-Housing,401,1600,200,701,0,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
3,10,P15-M-ASIAN-ATL,P15,Male,Asian or Asian American,"Atlanta, Georgia",Full disclosure,6,Rapid Re-Housing,851,1600,100,,,,"Scored 6 of 17: Rapid Re-Housing (4-7). Counted: Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 1/4 (Self-Care); Wellness 2/6 (Physical Health, Substance Use)."
3,11,P12-M-ASIAN-CIN,P12,Male,Asian or Asian American,"Cincinnati, Ohio",Underdisclosure,3,No housing intervention,1001,1600,250,1201,250,d6_trauma c4_relationships,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Money Management); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Social Relationships, Abuse and Trauma. Full disclosure scores 5."
3,12,P28-M-BLACK-NYC,P28,Male,"Black, African American, or African","New York City, New York",Underdisclosure,10,Permanent Supportive Housing,201,1600,50,401,200,b4_exploitation d2_substance d3_mental,"Scored 10 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 14."
3,13,P21-M-BLACK-CIN,P21,Male,"Black, African American, or African","Cincinnati, Ohio",Full disclosure,8,Permanent Supportive Housing,551,1600,150,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Medications)."
3,14,P04-M-AIAN-CHI,P04,Male,"American Indian, Alaska Native, or Indigenous","Chicago, Illinois",Underdisclosure,2,No housing intervention,1251,1600,200,1351,0,,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
3,15,P31-M-HISPANIC-CIN,P31,Male,Hispanic/Latino/e/a,"Cincinnati, Ohio",Full disclosure,16,Permanent Supportive Housing,51,1600,100,,,,"Scored 16 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 5/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications)."
3,16,P32-M-HISPANIC-CIN,P32,Male,Hispanic/Latino/e/a,"Cincinnati, Ohio",Underdisclosure,13,Permanent Supportive Housing,1,1600,50,251,250,b4_exploitation d2_substance d6_trauma,"Scored 13 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 3/6 (Physical Health, Mental Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 17."
3,17,P03-M-AIAN-CHI,P03,Male,"American Indian, Alaska Native, or Indigenous","Chicago, Illinois",Full disclosure,1,No housing intervention,1451,1600,100,,,,Scored 1 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Meaningful Daily Activity).
3,18,P27-M-BLACK-NYC,P27,Male,"Black, African American, or African","New York City, New York",Full disclosure,13,Permanent Supportive Housing,251,1600,50,,,,"Scored 13 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
3,19,P09-M-ASIAN-LA,P09,Male,Asian or Asian American,"Los Angeles, California",Full disclosure,4,Rapid Re-Housing,1051,1600,150,,,,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Medications)."
3,20,P29-M-HISPANIC-LA,P29,Male,Hispanic/Latino/e/a,"Los Angeles, California",Full disclosure,15,Permanent Supportive Housing,151,1600,50,,,,"Scored 15 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 5/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications)."
3,21,P02-M-AIAN-CIN,P02,Male,"American Indian, Alaska Native, or Indigenous","Cincinnati, Ohio",Underdisclosure,1,No housing intervention,1451,1600,100,1451,0,,Scored 1 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status).
3,22,P13-M-ASIAN-CHI,P13,Male,Asian or Asian American,"Chicago, Illinois",Full disclosure,5,Rapid Re-Housing,951,1600,100,,,,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
3,23,P17-M-ASIAN-NYC,P17,Male,Asian or Asian American,"New York City, New York",Full disclosure,7,Rapid Re-Housing,701,1600,150,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: Pre-Survey 1/1 (Age); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Abuse and Trauma)."
3,24,P30-M-HISPANIC-LA,P30,Male,Hispanic/Latino/e/a,"Los Angeles, California",Underdisclosure,12,Permanent Supportive Housing,51,1600,100,301,250,b4_exploitation d2_substance d6_trauma,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 3/6 (Physical Health, Mental Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 16."
3,25,P24-M-BLACK-CHI,P24,Male,"Black, African American, or African","Chicago, Illinois",Underdisclosure,7,Rapid Re-Housing,401,1600,200,701,300,d2_substance b2_harm d5_medications,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use, Medications. Full disclosure scores 10."
3,26,P23-M-BLACK-CHI,P23,Male,"Black, African American, or African","Chicago, Illinois",Full disclosure,9,Permanent Supportive Housing,451,1600,100,,,,"Scored 9 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
3,27,P26-M-BLACK-ATL,P26,Male,"Black, African American, or African","Atlanta, Georgia",Underdisclosure,8,Permanent Supportive Housing,301,1600,100,551,250,d2_substance d6_trauma d3_mental,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Substance Use, Mental Health, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 12."
3,28,P11-M-ASIAN-CIN,P11,Male,Asian or Asian American,"Cincinnati, Ohio",Full disclosure,4,Rapid Re-Housing,1051,1600,150,,,,Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health).
3,29,P10-M-ASIAN-LA,P10,Male,Asian or Asian American,"Los Angeles, California",Underdisclosure,3,No housing intervention,1001,1600,250,1201,150,d6_trauma,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 1/4 (Money Management). Withheld in interview, not counted: Abuse and Trauma. Full disclosure scores 4."
